Author,File,WordsByAuthorByFile
Gerd Aschemann,.travis.yml,"[[""MERGE"",""MASTER"",""APIASMVN\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nAVOID"",""BUILDING"",""GIT"",""TAGS"",""TRAVIS\nREGEX"",""NEEDS"",""END"",""MARK"",""\nMAYBE"",""TRAVIS"",""DOES"",""NOT"",""SPEAK"",""NEWEST"",""DIALECT"",""REGULAR"",""EXPRESSIONS"",""\nMERGE"",""REQUEST"",""35"",""AHUS1/PERSISTENT"",""CACHE\n\nADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG""]]"
Falk Sippach,SpeakerImageServiceTests.groovy,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\nFIX"",""TRAVIS"",""CI\nSPEAKER"",""IMAGES"",""REST"",""RESOURCE\nADDED"",""TEST"",""DATA\n""]]"
Alexander Schwartz,Audience.java,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Falk Sippach,FiltersRepositorySpec.groovy,"[[""ADDED"",""TEST"",""FILTERSREPOSITORY\nREFACTORING"",""PACKAGE"",""STRUCTURE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nFINISHED"",""POSTGRESQL"",""CONFIGURATION\nRENAMING"",""COLUMNS"",""TABLES\nFLYWAY"",""CORRECTIONS\nFIXED"",""TEST"",""ERRORS"",""ADDED"",""SPRING"",""CONTEXT"",""INITIALIZER"",""SPRING"",""INTEGRATION"",""TESTS\n""]]"
Falk Sippach,HeiseCsvInputSpec.groovy,"[[""INTERMEDIATE"",""STATE"",""REFACTORING"",""MULTITENANT"",""DATA"",""PROVIDER\nREFACTORING"",""DATAPROVIDER\n""]]"
Falk Sippach,DataProviderLoader.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nREFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\nCALCULATED"",""NUMBEROFFAVOURITES\nINTERMEDIATE"",""STATE"",""READING"",""CONFERENCE"",""RESOURCES"",""WORKING"",""JAVALAND"",""2016"",""2017\nINTERMEDIATE"",""STATE"",""REFACTORING"",""MULTITENANT"",""DATA"",""PROVIDER\nBIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS"",""ADDED"",""INITIAL"",""WEBRESOURCEDATAPROVIDER"",""CONFIGURED"",""BEANDEFINITIONREGISTRY"",""IT\nREFACTORING"",""DATA"",""LOADING"",""RE"",""ENABLING"",""HYSTRIX\nREFACTORING"",""RAW"",""DATA"",""RESOURCE"",""MANAGEMENT\nJAVALAND"",""SPEAKER"",""INFORMATION"",""ADDED\n""]]"
Christofer Dutz,SchedDataRemote.groovy,"[["""",""UPDATED"",""HEALTH"",""INDICATOR\n"",""CLEANED"",""UP"",""AUTHOR"",""TAGS\n"",""ADDED"",""SUPPORT"",""SCHED"",""CONFERENCES\n""]]"
Gerd Aschemann,HeiseDataProvider.groovy,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\n""]]"
Dirk Mahler,jl2017.properties,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,SchedDataExtractor.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nADDED"",""FIRST"",""LASTNAME"",""CLEANED"",""UP"",""TWITTER"",""HANDLES\nINTERMEDIATE"",""STATE"",""REFACTORING"",""MULTITENANT"",""DATA"",""PROVIDER\nREFACTORING"",""DATA"",""LOADING"",""RE"",""ENABLING"",""HYSTRIX\n""]]"
Gerd Aschemann,TalkProviderIntegrationSpec.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Niko Köbler,meta_schema.json,"[[""FIRST"",""DRAFT"",""META"",""API\nREMOVE"",""IMPLEMENTATION"",""DETAILS"",""SCHEMA"",""ADD"",""SCHEMA"",""SECTION"",""RAML"",""BETTER"",""CLASS"",""NAMING"",""WHILE"",""GENERATING"",""SOURCES\nREMOVED"",""NOW"",""UNUSED"",""RAML"",""JSON"",""SCHEMA"",""FILES\n""]]"
Falk Sippach,FiltersServiceSpec.groovy,"[[""FIXED"",""TEST"",""ERRORS"",""ADDED"",""SPRING"",""CONTEXT"",""INITIALIZER"",""SPRING"",""INTEGRATION"",""TESTS\n""]]"
Dirk Mahler,StartPage.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,services-config.xml,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Alexander Schwartz,application-production.properties,"[[""ADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG"",""STORING"",""LATEST"",""SUCCESSFUL"",""RESPONSE"",""DISK"",""CLEANUP"",""TALKOLD.\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Falk Sippach,need-at-least-an-empty-file-here.txt,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Alexander Schwartz,twitterhandles.csv,"[[""MERGE"",""FIX"",""GUI"",""TALKCELL"",""DEVELOP\n""]]"
Falk Sippach,5217_2.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Falk Sippach,DukeconServerApplicationSpec.groovy,"[[""IGNORED"",""TEST"",""CASE"",""FIXED\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\n\nCONFLICTS:\n\tIMPL/SRC/TEST/JAVA/ORG/DUKECON/INTEGRATION/DUKECONSERVERAPPLICATIONSPEC.GROOVY\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\n\nCONFLICTS:\n\tIMPL/SRC/TEST/JAVA/ORG/DUKECON/INTEGRATION/DUKECONSERVERAPPLICATIONSPEC.GROOVY\nDIVIDE"",""SPOCK"",""UNIT"",""INTEGRATION"",""TESTS\nADDED"",""SPOCK"",""UNIT"",""TEST\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\nADDED"",""SPOCK"",""DEPENDENCY"",""FIRST"",""SPOCK"",""INTEGRATION"",""TEST\n""]]"
Dirk Mahler,versioneye.properties,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Gerd Aschemann,TalkProviderSpec.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Christofer Dutz,MetaService.java,"[["""",""11"",""PROVIDE"",""SECURE"",""PING"",""URL"",""REST"",""SERVICE"",""THAT"",""CAN"",""BE"",""USED"",""FORCE"",""LOGIN\n\n"",""ADDED"",""SECOND"",""PING"",""SERVICE"",""THAT"",""SHOULD"",""BE"",""CONFIGURED"",""ONLY"",""ALLOW"",""AUTHENTICATED"",""ACCESS"",""BY"",""KEYCLOAK.\n"",""COMMENTED"",""COMMENTED"",""METHODS\n"",""ADDED"",""LITTLE"",""INLINE"",""DOCUMENTATION\n"",""MAJOR"",""REFACTORING\n""]]"
Gerd Aschemann,ConferenceServiceImpl.java,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\nNEVER"",""EVER"",""WRITE"",""DEBUGGING"",""MESSAGES"",""SYSTEM.OUT"",""USE"",""APPROPRIATE"",""LOGGING"",""INSTEAD"",""\nMERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\n""]]"
Alexander Schwartz,xvfb.sh,"[[""AVOID"",""MISLEADING"",""WARNING"",""MESSAGES"",""WHEN"",""STARTING"",""FIREFOX\nFIXING"",""SHEBANG"",""LINE\nUSE"",""JAVA"",""VERSION"",""PROVIDED"",""BY"",""JAVA"",""HOME\n"",""CHERRY"",""PICKED"",""COMMIT"",""1615B16"",""\nUSE"",""JAVA"",""VERSION"",""PROVIDED"",""BY"",""JAVA"",""HOME\n"",""CHERRY"",""PICKED"",""COMMIT"",""1615B16"",""\nFIXING"",""SHEBANG"",""LINE\nUSING"",""XVFB"",""WRAPPER"",""HEADLESS"",""TESTING\nMERGE"",""FIX"",""GUI"",""TALKCELL"",""DEVELOP\nSHOW"",""ALL"",""ENVIRONMENT"",""VARIABLES\n""]]"
Falk Sippach,JavalandDataRemoteSpec.groovy,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Alexander Schwartz,KeycloakConfigService.groovy,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Dirk Mahler,PreferencesRepository.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Gerd Aschemann,9.jpg,"[[""MERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\n""]]"
Gerd Aschemann,dukecon_server-version.txt,"[[""ADDED"",""SERVER"",""VERSION.TXT"",""GIT"",""DATA\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Alexander Schwartz,JavalandDataProvider.groovy,"[[""ADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG"",""STORING"",""LATEST"",""SUCCESSFUL"",""RESPONSE"",""DISK"",""CLEANUP"",""TALKOLD.\nADDED"",""HEALTH"",""CHECK"",""SPRING"",""BOOT"",""STYLE\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nALLOW"",""ADMINS"",""REFRESH"",""CACHE"",""BY"",""USING"",""SPECIAL"",""SECURED"",""URL"",""8\n""]]"
Gerd Aschemann,application-latest.properties,"[[""ADDED"",""KEYCLOAK"",""AS"",""AUTH"",""PROVIDER"",""NEW"",""/REST/PREFERENCES"",""\nADDED"",""CONTEXT"",""PATH"",""LATEST"",""INTEGRATION\nMOVED"",""CACHING"",""LOCATION"",""DOCKER"",""PROFILE\nMERGE"",""RELEASE/1.1"",""DEVELOP\nNO"",""SECRET"",""NECESSARY\nNORMALIZED"",""ALL"",""SERVER.CONTEXTPATH"",""CONFERENCE.URL"",""DATA\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REQUEST"",""35"",""AHUS1/PERSISTENT"",""CACHE\n\nADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG""]]"
Falk Sippach,5207_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Christofer Dutz,CrudService.java,"[["""",""MAJOR"",""REFACTORING\n"",""ADDED"",""CRUDSERVICE"",""INTERFACHE\n"",""ADDED"",""INITIAL"",""CONFERENCESERVICE"",""INTERFACE\n"",""ADDED"",""INITIAL"",""CONFERENCESERVICEIMPL\n"",""ADDED"",""INITIAL"",""SUPPORT"",""BLAZEDS\n""]]"
Falk Sippach,JavalandDataProviderSpec.groovy,"[[""TALKS"",""REST"",""SERVICE"",""V2"",""META"",""DATA"",""REFERENCE\nREFACTORING"",""META"",""DATA"",""LOOKUP\nTESTS"",""FIXED\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREFACTORING"",""META"",""DATA"",""EXTRACTION\nREFACTORING"",""METADATA"",""LOOKUP"",""TAKS"",""REST"",""SERVICE"",""V2\nREDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREFACTORING/RENAMING"",""TALK"",""DATA"",""PROVIDER\nRENAMED"",""ROOM"",""LOCATION\nRENAMED"",""TALK"",""EVENT\nFIXED"",""TEST\nREFACTORING"",""PACKAGE"",""STRUCTURE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""REQUEST"",""16"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""15"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATIONMERGE"",""REQUEST"",""19"",""DUKECON/METADATA\n\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRING""]]"
Christofer Dutz,1.png,"[["""",""UPDATED"",""LANGUAGE"",""CONTAIN"",""WHAT"",""WAS"",""ID"",""PREVIOUSLY"",""NEW"",""FIELD"",""CODE"",""USE"",""NUMERIC"",""ID"",""NOW"",""ON.\n"",""UPDATED"",""RESOURCESERVICE"",""STRUCTURE"",""IMAGE"",""RESOURCES"",""DIFFERENTLY"",""SO"",""S"",""POSSIBLE"",""USE"",""DIFFERENT"",""IMAGES"",""EACH"",""CONFERENCE.\n"",""IMPLEMENTED"",""FLEX"",""RESOURCESERVICE"",""THAT"",""LOADS"",""CACHES"",""IMAGE"",""RESOURCES"",""LOCATION"",""LANGUAGES"",""STREAMS\n"",""IMPLEMENTED"",""WORKING"",""JAVA"",""RESOURCESERVICE"",""WHICH"",""PROVIDES"",""IMAGE"",""RESOURCES"",""BY"",""SCANNING"",""WAR"",""CONTENT\n"",""ADDED"",""IMAGE"",""RESOURCES"",""STREAMS"",""LANGUAGES.\n\nTHE"",""SERVER"",""SIDE"",""INTERMEDIATE"",""SOLUTION"",""UNTIL"",""GENERIC"",""WAY"",""HANDLE"",""PERSISTENCE"",""IMAGE"",""DATA"",""STORED"",""DB"",""WHATSOEVER"",""\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n""]]"
Falk Sippach,DoagSpeakerDataExtractorSpec.groovy,"[[""GENERALIZATION"",""READING"",""SPEAKER"",""DATA"",""SPLITTING"",""FIRST"",""LASTNAME"",""AS"",""NEEDED\nJAVALAND"",""SPEAKER"",""INFORMATION"",""ADDED\n""]]"
Christofer Dutz,HerbstcampusDataProvider.groovy,"[["""",""CHANGED"",""CONFERENCE"",""NUMERIC"",""ID\n"",""CHANGED"",""SPEAKER"",""IMPORT"",""INITIALIZE"",""EMAIL"",""FIELD"",""GENERATE"",""NUMERIC"",""ID"",""INSTEAD"",""STRING"",""ONE.\n""]]"
Falk Sippach,javaland-2015.raw,"[[""MERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREFACTORING/RENAMING"",""TALK"",""DATA"",""PROVIDER\nMERGE"",""REQUEST"",""15"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATA""]]"
Falk Sippach,WhenStartPage.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Gerd Aschemann,ConferenceDataProvider.groovy,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\nMERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Falk Sippach,SchedDataProvider.groovy,"[[""MERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nBIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nFIXED"",""COMPILE"",""TEST"",""ERRORS\n""]]"
Dirk Mahler,Resources.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Alexander Schwartz,GivenStartPage.java,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nMOVE"",""TESTING"",""FIREFOX"",""ADDING"",""FIRST"",""KEYCLOAK"",""TEST\n""]]"
Falk Sippach,AbstractStage.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Christofer Dutz,4.jpg,"[["""",""UPDATED"",""LANGUAGE"",""CONTAIN"",""WHAT"",""WAS"",""ID"",""PREVIOUSLY"",""NEW"",""FIELD"",""CODE"",""USE"",""NUMERIC"",""ID"",""NOW"",""ON.\n"",""UPDATED"",""RESOURCESERVICE"",""STRUCTURE"",""IMAGE"",""RESOURCES"",""DIFFERENTLY"",""SO"",""S"",""POSSIBLE"",""USE"",""DIFFERENT"",""IMAGES"",""EACH"",""CONFERENCE.\n"",""IMPLEMENTED"",""FLEX"",""RESOURCESERVICE"",""THAT"",""LOADS"",""CACHES"",""IMAGE"",""RESOURCES"",""LOCATION"",""LANGUAGES"",""STREAMS\n"",""IMPLEMENTED"",""WORKING"",""JAVA"",""RESOURCESERVICE"",""WHICH"",""PROVIDES"",""IMAGE"",""RESOURCES"",""BY"",""SCANNING"",""WAR"",""CONTENT\n"",""ADDED"",""IMAGE"",""RESOURCES"",""STREAMS"",""LANGUAGES.\n\nTHE"",""SERVER"",""SIDE"",""INTERMEDIATE"",""SOLUTION"",""UNTIL"",""GENERIC"",""WAY"",""HANDLE"",""PERSISTENCE"",""IMAGE"",""DATA"",""STORED"",""DB"",""WHATSOEVER"",""\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n""]]"
Falk Sippach,package-info.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Christofer Dutz,SchedDataProvider.groovy,"[["""",""ADDED"",""ABILITY"",""READ"",""STYLE"",""INFORMATION"",""GIVEN"",""CONFERENCE"",""CONFERENCESERVICE\n"",""EXTENDED"",""CONFERENCE"",""REST"",""CONTROLLER"",""GENERATE"",""STYLES.CSS"",""RESOURCES"",""FLY\n"",""MADE"",""SCHED"",""ADAPTER"",""LOG"",""CONFERENCES"",""READY"",""SERVER"",""WHEN"",""INITIALIZING.\n"",""UPDATED"",""HEALTH"",""INDICATOR\n"",""CLEANED"",""UP"",""AUTHOR"",""TAGS\n"",""ADDED"",""SUPPORT"",""SCHED"",""CONFERENCES\n""]]"
Falk Sippach,V1__init.sql,"[[""ADDED"",""TEST"",""FILTERSREPOSITORY\nREST"",""SERVICE"",""USER"",""FILTERS"",""ADDED\nRENAMED"",""ROOM"",""LOCATION\nFINISHED"",""POSTGRESQL"",""CONFIGURATION\nRENAMING"",""COLUMNS"",""TABLES\nFLYWAY"",""CORRECTIONS\nFINISHED"",""POSTGRESQL"",""CONFIGURATION\nRENAMING"",""COLUMNS"",""TABLES\nFLYWAY"",""CORRECTIONS\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATION""]]"
Alexander Schwartz,JavalandDataRemoteSpec.groovy,"[[""ADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG"",""STORING"",""LATEST"",""SUCCESSFUL"",""RESPONSE"",""DISK"",""CLEANUP"",""TALKOLD.\n""]]"
Gerd Aschemann,NoAuthPreferencesServices.groovy,"[[""MERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER\nADDED"",""UNAUTHORIZED"",""ACCESS"",""SERVICE"",""TESTING"",""PURPOSES\n""]]"
Dirk Mahler,MetaService.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,spring.adoc,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n"",""ADDED"",""BASIC"",""JQA"",""RULES"",""VISUALIZING"",""SPRING"",""COMPONENTS"",""DEPENDENCIES\n""]]"
Falk Sippach,5262_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
